iter	Accuracy	MultiClass
224	0.982832618	0.3632793682
225	0.982832618	0.3621409089
226	0.982832618	0.3601493182
227	0.982832618	0.3584327336
228	0.982832618	0.3562249792
229	0.982832618	0.3544895102
230	0.982832618	0.3532674909
231	0.982832618	0.3517096875
232	0.982832618	0.3497610754
233	0.982832618	0.3480942942
234	0.982832618	0.347185681
235	0.982832618	0.3456633336
236	0.982832618	0.3440389545
237	0.9842632332	0.3432867414
238	0.9842632332	0.3414237535
239	0.9842632332	0.3394866603
240	0.9856938484	0.3376892081
241	0.9856938484	0.3368098848
242	0.9856938484	0.3346206568
243	0.9856938484	0.332908215
244	0.9856938484	0.3318214649
245	0.9856938484	0.3302143118
246	0.9856938484	0.3290496418
247	0.9856938484	0.3278725686
248	0.9856938484	0.3266260367
249	0.9856938484	0.3253043237
250	0.9856938484	0.3239464999
251	0.9856938484	0.3217566429
252	0.9871244635	0.3204218124
253	0.9871244635	0.3189672057
254	0.9871244635	0.318063847
255	0.9885550787	0.3162482727
256	0.9885550787	0.3151516883
257	0.9885550787	0.3138589042
258	0.9899856938	0.3125435037
259	0.9899856938	0.3117533483
260	0.9899856938	0.3105378581
261	0.9928469242	0.3087583101
262	0.9928469242	0.3077569714
263	0.9928469242	0.3058093745
264	0.9928469242	0.3048538007
265	0.9928469242	0.3035761936
266	0.9928469242	0.302731551
267	0.9928469242	0.3018472352
268	0.9957081545	0.3007422683
269	0.9957081545	0.2999455515
270	0.9957081545	0.2988212327
271	0.9942775393	0.2976494397
272	0.9957081545	0.2969087662
273	0.9957081545	0.2962112434
274	0.9957081545	0.2953820035
275	0.9971387697	0.294135216
276	0.9971387697	0.2928952444
277	0.9971387697	0.2917159981
278	0.9971387697	0.2908777419
279	0.9971387697	0.2895785111
280	0.9971387697	0.2887303111
281	0.9971387697	0.287514214
282	0.9971387697	0.285992999
283	0.9971387697	0.2846901344
284	0.9971387697	0.2840671399
285	0.9957081545	0.2829365076
286	0.9971387697	0.2819335483
287	0.9971387697	0.2808135602
288	0.9971387697	0.2794210135
289	0.9971387697	0.2781892645
290	0.9971387697	0.2774250404
291	0.9971387697	0.276449948
292	0.9971387697	0.2757736582
293	0.9971387697	0.2747535854
294	0.9971387697	0.2739039156
295	0.9971387697	0.2727837571
296	0.9971387697	0.2715972409
297	0.9971387697	0.2704160358
298	0.9971387697	0.2695227053
299	0.9971387697	0.2684023688
300	0.9971387697	0.2675998266
301	0.9971387697	0.2670738271
302	0.9971387697	0.2659768544
303	0.9971387697	0.2646367696
304	0.9971387697	0.263179638
305	0.9971387697	0.2620967897
306	0.9971387697	0.2615118878
307	0.9971387697	0.2605189821
308	0.9971387697	0.2597727192
309	0.9971387697	0.2587815169
310	0.9971387697	0.2577669898
311	0.9971387697	0.2570139637
312	0.9971387697	0.2566237592
313	0.9971387697	0.2552811502
314	0.9971387697	0.2543056073
315	0.9971387697	0.2536933134
316	0.9971387697	0.2526287237
317	0.9971387697	0.2516129957
318	0.9971387697	0.2507556876
319	0.9971387697	0.2497196962
320	0.9971387697	0.2486885322
321	0.9971387697	0.247983192
322	0.9971387697	0.2467902877
323	0.9971387697	0.2455940523
324	0.9971387697	0.2445524314
325	0.9971387697	0.2435851016
326	0.9971387697	0.2432031857
327	0.9971387697	0.2424824542
328	0.9971387697	0.2417902282
329	0.9971387697	0.2410979765
330	0.9985693848	0.2407739319
331	0.9985693848	0.2395078091
332	0.9985693848	0.2384861312
333	0.9985693848	0.2375139417
334	0.9985693848	0.2365355836
335	0.9985693848	0.2358803846
336	0.9985693848	0.2351116684
337	0.9985693848	0.2347403417
338	0.9985693848	0.2337999733
339	0.9985693848	0.2330430321
340	0.9985693848	0.2325323602
341	0.9985693848	0.2321262088
342	0.9985693848	0.2314712845
343	0.9985693848	0.2308197234
344	0.9985693848	0.2298505856
345	0.9985693848	0.2286604062
346	0.9985693848	0.2278362165
347	0.9985693848	0.2273540549
348	0.9985693848	0.2263231356
349	0.9985693848	0.2255245429
350	0.9985693848	0.2250637431
351	0.9985693848	0.2244153139
352	0.9985693848	0.2237292534
353	0.9985693848	0.2229412684
354	0.9985693848	0.222411127
355	0.9985693848	0.2217930252
356	0.9985693848	0.2212034525
357	0.9985693848	0.2205810801
358	0.9985693848	0.219756787
359	0.9985693848	0.2190283915
360	0.9985693848	0.2182565227
361	0.9985693848	0.2178116251
362	0.9985693848	0.2164285913
363	0.9985693848	0.215566313
364	0.9985693848	0.2152769091
365	0.9985693848	0.2144235594
366	0.9985693848	0.2139933622
367	0.9985693848	0.2133812238
368	0.9985693848	0.2127037976
369	0.9985693848	0.2120218215
370	0.9985693848	0.2115126998
371	0.9985693848	0.2105727305
372	0.9985693848	0.2096584533
373	0.9985693848	0.2088077927
374	0.9985693848	0.2078925348
375	0.9985693848	0.2073242228
376	0.9985693848	0.2065873166
377	0.9985693848	0.2061069443
378	0.9985693848	0.2054934146
379	0.9985693848	0.2047580919
380	0.9985693848	0.2038969777
381	0.9985693848	0.203316932
382	0.9985693848	0.2025242375
383	0.9985693848	0.2016884182
384	0.9985693848	0.200750383
385	0.9985693848	0.1999514591
386	0.9985693848	0.1993112365
387	0.9985693848	0.1989098325
388	0.9985693848	0.1980578824
389	0.9985693848	0.1976280102
390	0.9985693848	0.1971952456
391	0.9985693848	0.1966329976
392	0.9985693848	0.1958395272
393	0.9985693848	0.1952364934
394	0.9985693848	0.1947200406
395	0.9985693848	0.1941088436
396	0.9985693848	0.1934155034
397	0.9985693848	0.1929949863
398	0.9985693848	0.1924723397
399	0.9985693848	0.1917477859
400	0.9985693848	0.1915372339
401	0.9985693848	0.1909657784
402	0.9985693848	0.1904557743
403	0.9985693848	0.1894375743
404	0.9985693848	0.1886888082
405	0.9985693848	0.1879254228
406	0.9985693848	0.1874966327
407	0.9985693848	0.1867271995
408	0.9985693848	0.1861281358
409	0.9985693848	0.1855658672
410	0.9985693848	0.1853357712
411	0.9985693848	0.1847407195
412	0.9985693848	0.1843611725
413	0.9985693848	0.1837326864
414	0.9985693848	0.1830173319
415	0.9985693848	0.1825493419
416	0.9985693848	0.1821440868
417	0.9985693848	0.1818118895
418	0.9985693848	0.1814812114
419	0.9985693848	0.1808684345
420	0.9985693848	0.180443408
421	0.9985693848	0.1798351493
422	0.9985693848	0.1790894571
423	0.9985693848	0.1784160003
424	0.9985693848	0.1778713928
425	0.9985693848	0.1774395915
426	0.9985693848	0.1768169108
427	0.9985693848	0.1766755033
428	0.9985693848	0.1760414077
429	0.9985693848	0.1758101632
430	0.9985693848	0.1752116932
431	0.9985693848	0.1747575951
432	0.9985693848	0.174420053
433	0.9985693848	0.1737151044
434	0.9985693848	0.1732292834
435	0.9985693848	0.1728554999
436	0.9985693848	0.1723961791
437	0.9985693848	0.1719458649
438	0.9985693848	0.1715093192
439	0.9985693848	0.1711362533
440	0.9985693848	0.1708995583
441	0.9985693848	0.1704959268
442	0.9985693848	0.1700003179
443	0.9985693848	0.1695361472
444	0.9985693848	0.1689068525
445	0.9985693848	0.1684797984
446	0.9985693848	0.167842962
447	0.9985693848	0.167390136
448	0.9985693848	0.1669071808
449	0.9985693848	0.1663285067
450	0.9985693848	0.1658128911
451	0.9985693848	0.1656087834
452	0.9985693848	0.1650670762
453	0.9985693848	0.1647746432
454	0.9985693848	0.1645826388
455	0.9985693848	0.1642529325
456	0.9985693848	0.1640035103
457	0.9985693848	0.1634142832
458	0.9985693848	0.1629677119
459	0.9985693848	0.1625809356
460	0.9985693848	0.1621477151
461	0.9985693848	0.1616928632
462	0.9985693848	0.1612717208
463	0.9985693848	0.1609890022
464	0.9985693848	0.1604677181
465	0.9985693848	0.1598268642
466	0.9985693848	0.1594497063
467	0.9985693848	0.1590957363
468	0.9985693848	0.1589157496
469	0.9985693848	0.1585572296
470	0.9985693848	0.1582452578
471	0.9985693848	0.1580187818
472	0.9985693848	0.1577773941
473	0.9985693848	0.1574492328
474	0.9985693848	0.1568561211
475	0.9985693848	0.1562859966
476	0.9985693848	0.155960015
477	0.9985693848	0.1556796677
478	0.9985693848	0.1551995185
479	0.9985693848	0.1548615321
480	0.9985693848	0.1545381853
481	0.9985693848	0.1542184012
482	0.9985693848	0.1536820017
483	0.9985693848	0.1530391513
484	0.9985693848	0.1526120719
485	0.9985693848	0.1522096471
486	0.9985693848	0.1517740517
487	0.9985693848	0.1513336737
488	0.9985693848	0.151176215
489	0.9985693848	0.1508565606
490	0.9985693848	0.1503686343
491	0.9985693848	0.1499724457
492	0.9985693848	0.1493934338
493	0.9985693848	0.1491270055
494	0.9985693848	0.1488117454
495	0.9985693848	0.1485524879
496	0.9985693848	0.1481808577
497	0.9985693848	0.1477507399
498	0.9985693848	0.147541418
499	0.9985693848	0.1468714353
500	0.9985693848	0.1464850404
501	0.9985693848	0.1462135682
502	0.9985693848	0.145870595
503	0.9985693848	0.1456726301
504	0.9985693848	0.1452029423
505	0.9985693848	0.1449776541
506	0.9985693848	0.1445897948
507	0.9985693848	0.1443370095
508	0.9985693848	0.143863285
509	0.9985693848	0.1436573832
510	0.9985693848	0.1433967922
511	0.9985693848	0.1430865074
512	0.9985693848	0.1427658447
513	0.9985693848	0.1422317736
514	0.9985693848	0.1419482401
515	0.9985693848	0.1414594124
516	0.9985693848	0.141017337
517	0.9985693848	0.1408620335
518	0.9985693848	0.1404633307
519	0.9985693848	0.140169829
520	0.9985693848	0.1397493786
521	0.9985693848	0.1392273178
522	0.9985693848	0.139060472
523	0.9985693848	0.1388187903
524	0.9985693848	0.138529335
525	0.9985693848	0.1382348093
526	0.9985693848	0.1379680129
527	0.9985693848	0.1376041398
528	0.9985693848	0.1373141634
529	0.9985693848	0.1370195346
530	0.9985693848	0.1368024991
531	0.9985693848	0.1365100261
532	0.9985693848	0.1361581913
533	0.9985693848	0.1358545189
534	0.9985693848	0.1354436932
535	0.9985693848	0.1349676855
536	0.9985693848	0.1345249957
537	0.9985693848	0.1341901086
538	0.9985693848	0.1336925297
539	0.9985693848	0.1333710605
540	0.9985693848	0.1331070941
541	0.9985693848	0.1328307643
542	0.9985693848	0.1324036381
543	0.9985693848	0.1319907833
544	0.9985693848	0.1316852243
545	0.9985693848	0.1313646497
546	0.9985693848	0.1310491149
547	0.9985693848	0.1305872946
548	0.9985693848	0.1301632612
549	0.9985693848	0.1298882501
550	0.9985693848	0.1296442373
551	0.9985693848	0.1295099802
552	0.9985693848	0.129075385
553	0.9985693848	0.1287348729
554	0.9985693848	0.1281600825
555	0.9985693848	0.1278149557
556	0.9985693848	0.1275403497
557	0.9985693848	0.1271574728
558	0.9985693848	0.1269740228
559	0.9985693848	0.1267156451
560	0.9985693848	0.1265140738
561	0.9985693848	0.1262978405
562	0.9985693848	0.1259541035
563	0.9985693848	0.1257532609
564	0.9985693848	0.1254135215
565	0.9985693848	0.1251232472
566	0.9985693848	0.1247681969
567	0.9985693848	0.1244837674
568	0.9985693848	0.1241706673
569	0.9985693848	0.1239326097
570	0.9985693848	0.123626072
571	0.9985693848	0.1233596854
572	0.9985693848	0.1230356561
573	0.9985693848	0.1226848057
574	0.9985693848	0.1225052759
575	0.9985693848	0.1222555303
576	0.9985693848	0.1218946882
577	0.9985693848	0.1216568121
578	0.9985693848	0.1213657986
579	0.9985693848	0.1212156753
580	0.9985693848	0.1210412073
581	0.9985693848	0.1208125635
582	0.9985693848	0.1206780913
583	0.9985693848	0.1203330728
584	0.9985693848	0.1200715069
585	0.9985693848	0.1198143692
586	0.9985693848	0.1195209527
587	0.9985693848	0.1191591106
588	0.9985693848	0.1188421393
589	0.9985693848	0.1185666116
590	0.9985693848	0.1182564002
591	0.9985693848	0.1179257703
592	0.9985693848	0.1177836125
593	0.9985693848	0.1175706575
594	0.9985693848	0.1172933461
595	0.9985693848	0.1170828824
596	0.9985693848	0.1168275813
597	0.9985693848	0.1167213777
598	0.9985693848	0.1164847896
599	0.9985693848	0.1162447753
600	0.9985693848	0.1159547334
601	0.9985693848	0.1157513391
602	0.9985693848	0.115586025
603	0.9985693848	0.1153816185
604	0.9985693848	0.1150990612
605	0.9985693848	0.1148429623
606	0.9985693848	0.114729581
607	0.9985693848	0.1146253218
608	0.9985693848	0.1143179841
609	0.9985693848	0.1140158347
610	0.9985693848	0.1137963228
611	0.9985693848	0.1136084097
612	0.9985693848	0.1133055562
613	0.9985693848	0.1130142394
614	0.9985693848	0.1126770816
615	0.9985693848	0.1124238248
616	0.9985693848	0.112133056
617	0.9985693848	0.1118007272
618	0.9985693848	0.1115083274
619	0.9985693848	0.1112908734
620	0.9985693848	0.1110876679
621	0.9985693848	0.1109148663
622	0.9985693848	0.1105708263
623	0.9985693848	0.1103372337
624	0.9985693848	0.110164244
625	0.9985693848	0.1099876521
626	0.9985693848	0.1097927894
627	0.9985693848	0.1095819848
628	0.9985693848	0.1093915085
629	0.9985693848	0.109121256
630	0.9985693848	0.1088755449
631	0.9985693848	0.1086909177
632	0.9985693848	0.1083993408
633	0.9985693848	0.1082032803
634	0.9985693848	0.1079122611
635	0.9985693848	0.107670528
636	0.9985693848	0.1074267051
637	0.9985693848	0.1072009367
638	0.9985693848	0.1069277171
639	0.9985693848	0.106679606
640	0.9985693848	0.1064908842
641	0.9985693848	0.1062766553
642	0.9985693848	0.1060285046
643	0.9985693848	0.1058935741
644	0.9985693848	0.1057727954
645	0.9985693848	0.1056189052
646	0.9985693848	0.1053263634
647	0.9985693848	0.1050611258
648	0.9985693848	0.1048636765
649	0.9985693848	0.1045919938
650	0.9985693848	0.1043961045
651	0.9985693848	0.1042417305
652	0.9985693848	0.1040483274
653	0.9985693848	0.1038439948
654	0.9985693848	0.1034870511
655	0.9985693848	0.1031254597
656	0.9985693848	0.1028825766
657	0.9985693848	0.1027506334
658	0.9985693848	0.1026028678
659	0.9985693848	0.1024148666
660	0.9985693848	0.102185102
661	0.9985693848	0.1019401273
662	0.9985693848	0.1016614117
663	0.9985693848	0.1014768819
664	0.9985693848	0.1012461035
665	0.9985693848	0.1009502337
666	0.9985693848	0.1007250224
667	0.9985693848	0.1005437151
668	0.9985693848	0.1004676839
669	0.9985693848	0.1002132991
670	0.9985693848	0.09995831414
671	0.9985693848	0.09978336723
672	0.9985693848	0.09963988985
673	0.9985693848	0.09942477796
674	0.9985693848	0.09917398372
675	0.9985693848	0.09906800755
676	0.9985693848	0.09869670862
677	0.9985693848	0.09856493198
678	0.9985693848	0.09835849837
679	0.9985693848	0.09825288891
680	0.9985693848	0.09815996387
681	0.9985693848	0.09802779995
682	0.9985693848	0.09779895308
683	0.9985693848	0.09761392632
684	0.9985693848	0.09747223637
685	0.9985693848	0.09720678389
686	0.9985693848	0.09697397348
687	0.9985693848	0.0967223529
688	0.9985693848	0.09655133914
689	0.9985693848	0.0964036569
690	0.9985693848	0.0961494035
691	0.9985693848	0.09591398704
692	0.9985693848	0.09585358982
693	0.9985693848	0.09574178549
694	0.9985693848	0.09557500148
695	0.9985693848	0.09541245059
696	0.9985693848	0.09524123321
697	0.9985693848	0.09496278179
698	0.9985693848	0.09479739384
699	0.9985693848	0.09459087768
700	0.9985693848	0.09445761484
701	0.9985693848	0.09433770219
702	0.9985693848	0.09418004052
703	0.9985693848	0.09401543708
704	0.9985693848	0.09384636804
705	0.9985693848	0.09366496132
706	0.9985693848	0.09354391222
707	0.9985693848	0.09342177466
708	0.9985693848	0.0932552379
709	0.9985693848	0.09315519851
710	0.9985693848	0.09296839131
711	0.9985693848	0.09273733374
712	0.9985693848	0.09245855566
713	0.9985693848	0.09235571979
714	0.9985693848	0.09211437611
715	0.9985693848	0.09185268085
716	0.9985693848	0.09168835439
717	0.9985693848	0.09149510198
718	0.9985693848	0.09128720401
719	0.9985693848	0.09104842327
720	0.9985693848	0.09072451297
721	0.9985693848	0.09045142173
722	0.9985693848	0.09020770763
723	0.9985693848	0.09005720613
724	0.9985693848	0.08984057379
725	0.9985693848	0.08961965813
726	0.9985693848	0.08947390814
727	0.9985693848	0.08930432285
728	0.9985693848	0.08914796736
729	0.9985693848	0.08903959308
730	0.9985693848	0.08891426969
731	0.9985693848	0.08873832221
732	0.9985693848	0.08860139296
733	0.9985693848	0.08833267522
734	0.9985693848	0.08814613321
735	0.9985693848	0.08796307451
736	0.9985693848	0.08774539357
737	0.9985693848	0.08760112284
738	0.9985693848	0.08744939956
739	0.9985693848	0.08728685312
740	0.9985693848	0.08708165836
741	0.9985693848	0.08690838607
742	0.9985693848	0.08678066162
743	0.9985693848	0.08662809429
744	0.9985693848	0.08638179787
745	0.9985693848	0.08618722271
746	0.9985693848	0.08606322137
747	0.9985693848	0.08590894727
748	0.9985693848	0.08582587168
749	0.9985693848	0.08568394538
750	0.9985693848	0.08555503408
751	0.9985693848	0.08536412565
752	0.9985693848	0.08523875502
753	0.9985693848	0.085164825
754	0.9985693848	0.08500267699
755	0.9985693848	0.08483982425
756	0.9985693848	0.08468735459
757	0.9985693848	0.0844997151
758	0.9985693848	0.08431111774
759	0.9985693848	0.08419444359
760	0.9985693848	0.08400674694
761	0.9985693848	0.08395084284
762	0.9985693848	0.08387354078
763	0.9985693848	0.08363961608
764	0.9985693848	0.08348126367
765	0.9985693848	0.08333597202
766	0.9985693848	0.08315549421
767	0.9985693848	0.08297880591
768	0.9985693848	0.08284151506
769	0.9985693848	0.08276770692
770	0.9985693848	0.08259723222
771	0.9985693848	0.0824237938
772	0.9985693848	0.08231042742
773	0.9985693848	0.08221011492
774	0.9985693848	0.08203300001
775	0.9985693848	0.08183565442
776	0.9985693848	0.08162073738
777	0.9985693848	0.08155038196
778	0.9985693848	0.08140609339
779	0.9985693848	0.08127323162
780	0.9985693848	0.08112797529
781	0.9985693848	0.08100818692
782	0.9985693848	0.08093032777
783	0.9985693848	0.0807703244
784	0.9985693848	0.08073197717
785	0.9985693848	0.0805659493
786	0.9985693848	0.08038296701
787	0.9985693848	0.08018840891
788	0.9985693848	0.08005722958
789	0.9985693848	0.0798928764
790	0.9985693848	0.07966797331
791	0.9985693848	0.0795692775
792	0.9985693848	0.07946190445
793	0.9985693848	0.07935834901
794	0.9985693848	0.07923431924
795	0.9985693848	0.07904661976
796	0.9985693848	0.07892554809
797	0.9985693848	0.07868369387
798	0.9985693848	0.07853351331
799	0.9985693848	0.07842801368
800	0.9985693848	0.07826341664
801	0.9985693848	0.07810478426
802	0.9985693848	0.07800005535
803	0.9985693848	0.07785164479
804	0.9985693848	0.07771784584
805	0.9985693848	0.07759985559
806	0.9985693848	0.07748603981
807	0.9985693848	0.07732424668
808	0.9985693848	0.07719969068
809	0.9985693848	0.07704820586
810	0.9985693848	0.07691835865
811	0.9985693848	0.0768395758
812	0.9985693848	0.07672572936
813	0.9985693848	0.07659911984
814	0.9985693848	0.07644341467
815	0.9985693848	0.07637937629
816	0.9985693848	0.07618050502
817	0.9985693848	0.07603091514
818	0.9985693848	0.07590689767
819	0.9985693848	0.0757561384
820	0.9985693848	0.07562508898
821	0.9985693848	0.07548294328
822	0.9985693848	0.07531180591
823	0.9985693848	0.07520952914
824	0.9985693848	0.07502234004
825	0.9985693848	0.0749034504
826	0.9985693848	0.07477153623
827	0.9985693848	0.07461680655
828	0.9985693848	0.07454955102
829	0.9985693848	0.07440244747
830	0.9985693848	0.07437002731
831	0.9985693848	0.07423920654
832	0.9985693848	0.07410132632
833	0.9985693848	0.07394002514
834	0.9985693848	0.07379374844
835	0.9985693848	0.07372488679
836	0.9985693848	0.07361230175
837	0.9985693848	0.07348282934
838	0.9985693848	0.07334231178
839	0.9985693848	0.07320480877
840	0.9985693848	0.07306333259
841	0.9985693848	0.07291467557
842	0.9985693848	0.07280764366
843	0.9985693848	0.07269609317
844	0.9985693848	0.0725498266
845	0.9985693848	0.07240551828
846	0.9985693848	0.07223278259
847	0.9985693848	0.07212154142
848	0.9985693848	0.07200946953
849	0.9985693848	0.07192472012
850	0.9985693848	0.07178604054
851	0.9985693848	0.07171605448
852	0.9985693848	0.07162246387
853	0.9985693848	0.07158718949
854	0.9985693848	0.07154499448
855	0.9985693848	0.07138198997
856	0.9985693848	0.07131252048
857	0.9985693848	0.07114958678
858	0.9985693848	0.07108165993
859	0.9985693848	0.07100553569
860	0.9985693848	0.0709272058
861	0.9985693848	0.07081339281
862	0.9985693848	0.07070518718
863	0.9985693848	0.07056383184
864	0.9985693848	0.07046367926
865	0.9985693848	0.07041551328
866	0.9985693848	0.07034251851
867	0.9985693848	0.07019786618
868	0.9985693848	0.07003684172
869	0.9985693848	0.06990112572
870	0.9985693848	0.06987119396
871	0.9985693848	0.06979773572
872	0.9985693848	0.06967998231
873	0.9985693848	0.06959746206
874	0.9985693848	0.06949654609
875	0.9985693848	0.0693978386
876	0.9985693848	0.06929798547
877	0.9985693848	0.06916787513
878	0.9985693848	0.06903016995
879	0.9985693848	0.06895400764
880	0.9985693848	0.06886239515
881	0.9985693848	0.06874512913
